applicant_age,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,employment_status,education,marital_status,dependents,property_area,self_employed,existing_loans,monthly_expenses,savings,debt_to_income_ratio,loan_status,risk_category
33,59718,25995,67000,36,,Unemployed,Graduate,Married,2,Urban,No,1,29081,136812,0.56,Rejected,Low Risk
46,40366,41246,102000,84,1,Employed,Not Graduate,Married,1,Semiurban,No,1,19389,16530,0.56,Approved,Medium Risk
41,112834,0,124000,180,1,Employed,Not Graduate,Single,0,Semiurban,Yes,1,27593,135703,0.32,Approved,Low Risk
29,23471,0,46000,24,1,Employed,Not Graduate,Single,0,Urban,No,2,7927,42294,0.49,Rejected,High Risk
42,75032,0,,24,1,Unemployed,Not Graduate,Single,,Rural,No,0,40502,188538,0.56,Approved,Low Risk
60,15000,0,13000,60,1,Employed,Graduate,Married,0,Semiurban,No,3,4405,12645,0.52,Rejected,High Risk
21,52685,16523,39000,24,1,Employed,Not Graduate,Married,2,Rural,No,0,23850,76898,0.48,Approved,Low Risk
57,49289,19118,24000,120,0,Employed,Graduate,Married,2,Urban,No,0,27711,7940,0.56,Rejected,High Risk
48,41552,13636,16000,240,1,Employed,Graduate,Married,,Rural,No,1,18374,69231,0.52,Approved,Low Risk
39,82564,0,36000,240,1,,Not Graduate,Married,3,Semiurban,No,1,38098,138204,0.54,Approved,Low Risk
61,63251,0,41000,84,1,Unemployed,Graduate,Married,1,Semiurban,No,0,19615,78493,0.31,Approved,Low Risk
48,52954,0,33000,36,,Employed,Not Graduate,Married,3,Rural,No,0,22180,45605,0.42,Approved,Low Risk
61,57665,32028,54000,24,0,Employed,Graduate,Married,0,Urban,No,0,31950,26592,0.58,Rejected,High Risk
42,59545,0,25000,48,1,Employed,Graduate,Single,,Urban,Yes,1,21037,107350,0.48,Approved,Low Risk
49,54550,55709,68000,60,1,Employed,Not Graduate,Married,3,Rural,No,3,27590,24962,0.73,Approved,Medium Risk
33,45604,0,94000,36,1,Employed,Graduate,Single,4,Urban,No,0,17368,120507,0.4,Rejected,Low Risk
34,15000,0,11000,36,1,Employed,Not Graduate,Single,0,Semiurban,No,0,6232,8447,0.42,Approved,Low Risk
39,75274,33370,186000,120,1,Employed,Not Graduate,Married,1,Semiurban,No,0,28852,56111,0.41,Approved,Low Risk
54,41470,0,44000,180,1,Employed,Not Graduate,Single,3,Urban,No,0,22146,33690,0.54,Approved,Medium Risk
42,46593,0,43000,180,1,Employed,Graduate,Single,0,Semiurban,No,0,25875,33388,0.6,Approved,Low Risk
31,78275,0,87000,24,1,Employed,Graduate,Single,0,Rural,No,0,23116,166794,0.3,Approved,Low Risk
30,31498,0,48000,36,1,Employed,Not Graduate,Single,3,Rural,No,1,9815,22401,0.41,Rejected,High Risk
33,122077,34420,220000,48,,Unemployed,Graduate,Married,1,Rural,No,0,59875,263588,0.52,Rejected,Low Risk
30,33703,20723,28000,24,1,Unemployed,Graduate,Married,2,Semiurban,No,0,18959,25849,0.56,Approved,Low Risk
37,44414,0,28000,120,1,Employed,Graduate,Single,3,Urban,No,1,18645,47535,0.49,Approved,Low Risk
39,27578,0,36000,12,1,Unemployed,Graduate,Single,1,Urban,No,1,9133,27020,0.41,Rejected,Medium Risk
45,63199,23662,102000,84,0,Employed,Graduate,Married,1,Rural,No,4,29218,0,0.78,Rejected,High Risk
44,84311,0,26000,60,1,Unemployed,Graduate,Single,0,Urban,No,1,38588,220232,0.55,Approved,Low Risk
60,23257,20793,19000,48,1,Unemployed,Not Graduate,Married,1,Semiurban,No,2,12003,39655,0.67,Rejected,High Risk
46,64699,0,74000,84,0,Unemployed,Graduate,Married,0,Semiurban,No,0,23225,37712,0.36,Rejected,High Risk
50,51190,27892,69000,24,1,Unemployed,Graduate,Married,2,Rural,No,1,21625,83691,0.5,Approved,Low Risk
29,32513,35164,,48,1,Employed,Graduate,Married,0,Rural,No,0,9861,41832,0.32,Approved,Low Risk
63,35861,0,20000,48,,Employed,Not Graduate,Single,0,Urban,No,0,17776,138073,0.56,Approved,Low Risk
51,43160,0,36000,48,1,Unemployed,Graduate,Single,1,Semiurban,No,0,22970,55178,0.53,Approved,Medium Risk
35,48483,0,21000,24,1,Unemployed,Graduate,Married,2,Urban,No,0,18309,91632,0.38,Approved,Low Risk
38,18942,13855,32000,48,1,Employed,Graduate,Married,4,Semiurban,Yes,0,11356,20463,0.6,Rejected,Medium Risk
40,26624,24418,34000,120,1,Employed,Not Graduate,Married,0,Rural,No,2,10194,24708,0.53,Approved,Medium Risk
47,58721,0,85000,120,1,Employed,Graduate,Married,1,Semiurban,No,0,22266,40766,0.38,Approved,Low Risk
35,91990,36490,80000,180,1,Employed,Graduate,Married,1,Urban,No,0,27508,91153,0.31,Approved,Low Risk
56,82874,33186,165000,60,1,Unemployed,Graduate,Married,0,Urban,No,0,41864,45078,0.51,Approved,Low Risk
37,81312,0,23000,24,1,Employed,Graduate,Married,1,Rural,No,0,36359,0,0.45,Approved,Medium Risk
35,44539,0,10000,84,1,Employed,Not Graduate,Single,3,Rural,Yes,0,13719,80297,0.31,Approved,Low Risk
38,59469,0,24000,240,1,Employed,Not Graduate,Married,3,Semiurban,No,0,22695,68145,0.4,Approved,Low Risk
38,32950,0,10000,36,1,Employed,Not Graduate,Married,3,Rural,Yes,0,13330,21378,0.4,Approved,Low Risk
41,70656,51373,89000,84,1,Employed,Not Graduate,Married,2,Urban,No,0,31450,67391,0.47,Approved,Low Risk
36,58694,11064,71000,240,1,Unemployed,Graduate,Married,4,Urban,No,1,26914,35550,0.53,Approved,Medium Risk
35,71766,0,61000,60,1,Unemployed,Graduate,Single,3,Urban,No,0,28967,40415,0.4,Approved,Low Risk
31,110135,0,126000,120,1,Employed,Not Graduate,Married,3,Semiurban,Yes,0,42409,55628,0.39,Approved,Low Risk
30,40580,0,27000,84,1,Employed,Not Graduate,Married,0,Urban,No,2,14420,27747,0.51,Approved,Low Risk
44,44763,0,41000,60,1,Unemployed,Graduate,Single,3,Urban,No,0,17040,63558,0.38,Approved,Low Risk
48,40844,35318,35000,48,0,Employed,Graduate,Married,3,Urban,No,3,14674,24151,0.58,Rejected,High Risk
21,42799,0,36000,36,1,Unemployed,Not Graduate,Married,4,Rural,No,4,17637,64675,0.71,Rejected,High Risk
49,29904,27694,59000,60,1,Employed,Not Graduate,Married,,Semiurban,No,0,17019,47409,0.58,Approved,Low Risk
25,90489,0,29000,180,1,Employed,Graduate,Single,3,Urban,Yes,1,26631,87541,0.38,Approved,Low Risk
47,78481,28947,61000,360,1,Employed,Graduate,Married,3,Urban,No,2,41686,87563,0.72,Approved,Low Risk
34,100106,0,,120,0,Employed,Graduate,Single,1,Urban,No,0,31242,50101,0.31,Approved,Low Risk
38,32656,12501,28000,60,1,Employed,Graduate,Married,4,Urban,No,0,14273,15065,0.47,Approved,Low Risk
46,46650,0,20000,60,1,Employed,Graduate,Single,0,Urban,No,1,19511,33322,0.55,Approved,Low Risk
35,38032,0,40000,240,1,Employed,Graduate,Single,0,Urban,No,0,14748,34032,0.39,Approved,Low Risk
43,38523,0,15000,84,1,Employed,Graduate,Married,2,Rural,No,1,19395,54628,0.59,Approved,Low Risk
35,22653,29278,41000,120,1,Unemployed,Graduate,Married,1,Urban,No,1,8621,12572,0.46,Approved,Low Risk
39,35605,33459,47000,360,0,Employed,Graduate,Married,4,Semiurban,No,0,16518,10812,0.46,Approved,Medium Risk
32,55568,0,29000,180,1,Employed,Graduate,Single,3,Urban,No,1,27042,124570,0.56,Approved,Low Risk
57,54316,0,94000,180,1,Employed,Not Graduate,Single,0,Rural,No,1,16567,38983,0.38,Rejected,High Risk
37,80361,0,18000,84,0,Employed,Graduate,Married,1,Semiurban,No,1,45362,42565,0.67,Rejected,High Risk
43,35229,0,16000,24,1,Employed,Graduate,Married,4,Urban,No,1,11534,46540,0.4,Approved,Low Risk
45,20022,0,11000,120,1,Employed,Not Graduate,Single,3,Semiurban,No,2,8160,0,0.56,Rejected,High Risk
39,107174,0,121000,36,1,Employed,Not Graduate,Single,4,Semiurban,No,2,44291,215635,0.56,Approved,Low Risk
48,41156,0,25000,180,1,Employed,Graduate,Single,0,Urban,Yes,0,17695,27394,0.43,Approved,Low Risk
26,88649,0,91000,84,1,Unemployed,Not Graduate,Single,4,Urban,No,0,35323,26015,0.44,Approved,Low Risk
24,25236,0,24000,120,1,Employed,Not Graduate,Single,2,Rural,Yes,1,10712,18641,0.52,Rejected,High Risk
37,70105,0,50000,60,1,Employed,Not Graduate,Married,4,Semiurban,No,4,32175,53062,0.76,Rejected,Medium Risk
25,36602,0,13000,84,1,Employed,Not Graduate,Single,1,Semiurban,No,2,11280,24939,0.46,Approved,Low Risk
49,57972,0,24000,120,0,Employed,Graduate,Single,0,Semiurban,No,0,23841,8919,0.44,Approved,Medium Risk
35,52012,0,27000,120,0,Employed,Graduate,Married,4,Urban,No,0,35832,13588,0.69,Approved,High Risk
28,37095,0,10000,120,0,Employed,Graduate,Married,0,Semiurban,No,0,9151,18215,0.26,Approved,Low Risk
43,56823,0,28000,36,1,Employed,Graduate,Married,0,Semiurban,Yes,1,24152,73351,0.5,Approved,Low Risk
54,52906,24264,81000,36,1,Employed,Not Graduate,Married,4,Urban,No,0,23960,93427,0.46,Approved,Low Risk
25,22754,0,48000,120,,Employed,Not Graduate,Single,3,Semiurban,No,0,9702,29430,0.46,Rejected,High Risk
43,94694,30890,86000,180,1,,Not Graduate,Married,2,Urban,No,2,43237,85422,0.61,Approved,Low Risk
21,51519,0,42000,60,1,Employed,Not Graduate,Single,3,Semiurban,No,0,24449,114035,0.48,Approved,Low Risk
30,46772,0,48000,180,1,Employed,Graduate,Single,0,Semiurban,Yes,0,10525,101730,0.23,Approved,Low Risk
44,101249,0,76000,180,1,Employed,Graduate,Single,1,Rural,No,1,41926,146851,0.49,Approved,Low Risk
27,39713,0,49000,120,1,Employed,Graduate,Single,4,Rural,No,3,18616,64632,0.71,Rejected,High Risk
47,36186,21829,23000,180,1,Employed,Graduate,Married,2,Rural,No,1,16831,83982,0.58,Approved,Low Risk
38,53195,21785,22000,84,1,Unemployed,Graduate,Married,0,Urban,No,1,18011,77142,0.41,Approved,Low Risk
59,63384,34413,88000,36,1,Unemployed,Graduate,Married,0,Semiurban,No,2,23127,119324,0.51,Approved,Low Risk
54,38788,0,,36,1,Unemployed,Graduate,Single,4,Urban,No,0,22697,36040,0.59,Rejected,Low Risk
39,54829,0,32000,60,,Employed,Graduate,Single,0,Urban,No,2,14144,33199,0.41,Approved,Low Risk
42,41928,0,45000,48,1,Unemployed,Not Graduate,Married,3,Semiurban,No,0,13416,104114,0.32,Approved,Low Risk
43,60865,46604,52000,120,1,Employed,Graduate,Married,3,Urban,No,0,31375,38132,0.52,Approved,Low Risk
43,24067,0,10000,60,1,Employed,Graduate,Married,0,Semiurban,No,3,7303,21557,0.56,Approved,Medium Risk
48,52909,0,26000,36,0,Unemployed,Not Graduate,Single,3,Semiurban,No,2,24810,11680,0.66,Rejected,High Risk
33,42223,34583,13000,180,1,Employed,Graduate,Married,0,Urban,No,1,14431,52685,0.42,Approved,Low Risk
35,47299,35719,78000,240,1,Employed,Graduate,Married,3,Rural,No,0,28244,36195,0.6,Approved,Low Risk
38,52853,0,77000,36,1,Employed,Not Graduate,Single,1,Urban,No,0,19839,15419,0.41,Approved,Low Risk
44,49729,0,33000,24,1,Unemployed,Graduate,Single,4,Urban,No,1,26162,0,0.6,Rejected,High Risk
33,42369,0,40000,84,,Employed,Not Graduate,Single,4,Urban,No,1,21708,24318,0.6,Rejected,High Risk
27,25838,0,11000,180,0,Employed,Not Graduate,Single,4,Semiurban,Yes,0,7996,13444,0.33,Rejected,High Risk
36,43677,0,29000,360,1,Unemployed,Graduate,Married,1,Urban,No,0,17940,54341,0.41,Approved,Low Risk
32,66477,0,56000,360,1,Employed,Graduate,Married,2,Rural,No,1,20501,98490,0.41,Approved,Low Risk
36,15000,0,14000,48,1,Employed,Graduate,Single,1,Urban,Yes,0,3577,13049,0.24,Approved,Low Risk
41,39112,0,22000,120,0,Employed,Graduate,Single,3,Urban,No,0,20364,6659,0.52,Rejected,High Risk
57,36599,0,40000,240,0,Employed,Graduate,Single,4,Semiurban,No,2,22312,7924,0.8,Rejected,High Risk
37,36783,0,48000,84,0,Employed,Not Graduate,Single,0,Semiurban,No,1,21395,20156,0.66,Rejected,High Risk
41,77900,0,84000,84,0,Unemployed,Not Graduate,Single,3,Rural,No,0,40792,42309,0.52,Rejected,High Risk
40,35289,0,25000,24,1,Employed,Not Graduate,Single,,Semiurban,No,2,14583,31350,0.62,Rejected,Medium Risk
44,45319,0,38000,180,1,Employed,Graduate,Married,1,Semiurban,No,0,18234,0,0.4,Rejected,High Risk
51,87771,14563,137000,360,1,Employed,Graduate,Married,4,Semiurban,Yes,3,37643,95771,0.72,Approved,Medium Risk
38,56406,27386,42000,180,1,Employed,Graduate,Married,1,Semiurban,No,0,26400,26368,0.51,Approved,Low Risk
54,32971,0,17000,60,1,Unemployed,Graduate,Single,2,Semiurban,No,1,16729,21286,0.58,Approved,High Risk
39,21988,31042,17000,36,1,Employed,Graduate,Married,4,Urban,No,0,10898,5885,0.5,Approved,Low Risk
38,50764,0,77000,84,1,Unemployed,Graduate,Single,,Rural,No,2,31837,34076,0.82,Rejected,High Risk
40,60017,35693,82000,120,1,Employed,Graduate,Married,2,Semiurban,No,0,19875,161320,0.34,Approved,Low Risk
31,58332,0,51000,84,0,Employed,Graduate,Single,2,Semiurban,Yes,0,21154,35963,0.36,Rejected,Medium Risk
48,47156,18489,30000,36,1,Employed,Graduate,Married,1,Rural,Yes,2,20884,52134,0.59,Approved,Low Risk
27,39247,0,59000,36,0,Employed,Not Graduate,Single,0,Rural,Yes,0,16552,10030,0.45,Rejected,High Risk
45,45502,23517,35000,12,1,Unemployed,Graduate,Married,3,Semiurban,No,1,21008,60941,0.54,Approved,Low Risk
45,35759,23359,38000,360,1,Employed,Graduate,Married,3,Semiurban,No,0,14842,52038,0.42,Approved,Low Risk
36,62082,0,81000,36,,Unemployed,Not Graduate,Married,4,Urban,No,1,21600,109735,0.42,Rejected,Low Risk
49,47849,0,50000,24,,Unemployed,Not Graduate,Married,3,Urban,No,2,17455,72631,0.54,Rejected,High Risk
31,54656,0,85000,24,1,Employed,Graduate,Single,2,Urban,Yes,0,25184,62953,0.51,Rejected,Medium Risk
32,50984,0,40000,48,1,Employed,Graduate,Single,2,Rural,No,1,17345,72748,0.42,Approved,Low Risk
36,68764,0,21000,120,1,Employed,Graduate,Single,3,Urban,Yes,0,20568,57538,0.3,Approved,Low Risk
33,61907,0,103000,36,1,Employed,Graduate,Married,3,Rural,No,0,35518,67012,0.57,Approved,Medium Risk
34,26665,0,17000,36,1,Unemployed,Not Graduate,Married,3,Rural,No,1,11913,10046,0.52,Approved,High Risk
22,71839,0,75000,60,1,Unemployed,Graduate,Single,0,Rural,No,0,17767,62238,0.26,Approved,Low Risk
24,82518,32857,,24,1,Employed,Not Graduate,Married,4,Urban,No,0,47710,76162,0.58,Approved,Low Risk
47,51262,18571,18000,240,1,Employed,Graduate,Married,3,Rural,Yes,0,18595,64037,0.37,Approved,Low Risk
43,79679,15215,87000,48,1,Employed,Graduate,Married,1,Urban,No,0,24182,0,0.32,Approved,Low Risk
35,46808,0,31000,180,0,Employed,Graduate,Single,0,Urban,No,0,23421,27013,0.51,Rejected,High Risk
44,35211,0,51000,24,1,Unemployed,Not Graduate,Single,3,Urban,No,2,12523,0,0.51,Rejected,High Risk
34,37227,0,17000,48,1,Unemployed,Not Graduate,Single,0,Rural,No,0,8577,60692,0.23,Approved,Low Risk
45,29836,0,36000,24,1,Employed,Graduate,Married,2,Rural,No,0,10414,26238,0.35,Approved,Low Risk
39,49705,38338,46000,240,1,Employed,Not Graduate,Married,2,Rural,No,2,15537,30007,0.51,Approved,Low Risk
26,64696,0,27000,36,1,Employed,Not Graduate,Married,2,Urban,No,0,24097,26630,0.38,Approved,Low Risk
48,67417,0,153000,60,1,Employed,Graduate,Single,4,Semiurban,No,2,43026,166640,0.79,Rejected,High Risk
62,94267,0,117000,180,1,Employed,Graduate,Married,2,Urban,No,1,37563,173944,0.47,Approved,Low Risk
30,15000,0,10000,240,1,Employed,Graduate,Married,1,Urban,No,0,7677,9669,0.51,Rejected,Medium Risk
46,50704,46151,67000,120,1,Employed,Not Graduate,Married,0,Urban,No,2,15126,101700,0.48,Approved,Low Risk
37,62230,0,30000,60,1,Employed,Graduate,Single,1,Rural,No,0,22862,24392,0.37,Approved,Low Risk
46,41148,25841,25000,12,1,Employed,Graduate,Married,0,Rural,No,2,10729,19849,0.45,Approved,Low Risk
40,15000,0,15000,84,1,Unemployed,Not Graduate,Married,2,Semiurban,No,1,6964,20406,0.54,Rejected,High Risk
44,19873,18708,13000,240,1,Employed,Not Graduate,Married,0,Urban,No,0,8875,0,0.45,Approved,High Risk
27,46915,0,57000,180,1,Employed,Not Graduate,Single,3,Semiurban,Yes,2,19245,81104,0.57,Rejected,High Risk
48,78115,0,23000,36,1,Employed,Graduate,Married,1,Urban,No,3,25052,38262,0.55,Approved,Low Risk
45,28273,0,49000,60,1,Employed,Graduate,Married,0,Semiurban,No,2,8934,60474,0.47,Rejected,High Risk
21,75495,0,29000,180,1,Employed,Graduate,Single,3,Rural,No,0,40786,62004,0.54,Approved,Low Risk
63,39791,14297,,48,1,Employed,Graduate,Married,,Semiurban,No,0,16413,71691,0.41,Approved,Low Risk
43,24631,37510,83000,60,1,Employed,Not Graduate,Married,1,Urban,No,3,8674,15291,0.62,Rejected,High Risk
31,38824,0,47000,120,1,Employed,Graduate,Married,3,Rural,No,0,13126,34123,0.34,Approved,Low Risk
21,51651,22570,14000,84,1,Employed,Graduate,Married,2,Semiurban,Yes,0,34029,79217,0.66,Approved,Low Risk
43,64161,0,16000,12,1,Employed,Graduate,Married,2,Rural,No,0,28655,153856,0.48,Approved,Low Risk
43,34911,0,25000,84,1,Employed,Not Graduate,Single,4,Urban,No,0,16268,27328,0.47,Approved,Low Risk
41,51322,0,18000,84,0,Employed,Graduate,Single,1,Rural,No,1,21012,11960,0.52,Rejected,High Risk
47,36536,0,10000,12,,Employed,Graduate,Married,0,Rural,No,0,11721,37505,0.32,Approved,Low Risk
37,147175,0,147000,24,1,Employed,Graduate,Single,2,Urban,No,0,50560,313899,0.34,Approved,Low Risk
40,55242,0,55000,360,1,Employed,Not Graduate,Single,1,Urban,No,1,18017,115944,0.4,Approved,Low Risk
34,49999,0,58000,36,1,Employed,Graduate,Single,2,Rural,No,1,22801,0,0.53,Rejected,High Risk
51,22305,75063,135000,36,1,Employed,Graduate,Married,2,Urban,No,4,6754,8190,0.6,Rejected,High Risk
38,31117,0,11000,84,,Employed,Not Graduate,Married,2,Semiurban,No,0,14107,15716,0.45,Rejected,High Risk
28,53427,0,81000,84,1,Employed,Graduate,Married,1,Urban,No,2,20287,0,0.53,Rejected,High Risk
44,32556,0,21000,60,1,Employed,Not Graduate,Single,2,Rural,No,2,14106,27690,0.58,Approved,High Risk
38,95971,18222,94000,240,,Employed,Graduate,Married,2,Rural,No,0,37493,112925,0.4,Approved,Low Risk
45,48838,14863,80000,60,1,Employed,Graduate,Married,0,Semiurban,Yes,0,16557,41678,0.34,Approved,Low Risk
21,72570,24158,146000,60,1,Employed,Not Graduate,Married,2,Rural,Yes,0,23789,78093,0.33,Approved,Low Risk
38,31762,0,10000,36,,Employed,Graduate,Single,3,Semiurban,Yes,0,13869,7883,0.44,Rejected,High Risk
33,78101,9899,94000,48,1,Employed,Not Graduate,Married,0,Urban,No,0,31680,74619,0.41,Approved,Low Risk
26,130386,36809,199000,120,1,Employed,Graduate,Married,1,Semiurban,No,0,59248,164143,0.45,Approved,Low Risk
44,45684,0,16000,180,1,Employed,Graduate,Married,1,Rural,No,0,15764,100917,0.35,Approved,Low Risk
40,30100,0,28000,120,0,Unemployed,Not Graduate,Single,1,Rural,No,0,11677,4805,0.44,Rejected,High Risk
35,24050,0,12000,240,0,Employed,Graduate,Married,,Rural,No,2,11280,5113,0.63,Rejected,High Risk
21,169692,30072,259000,24,1,Unemployed,Not Graduate,Married,2,Urban,No,0,84503,151875,0.5,Approved,Low Risk
30,70715,0,78000,84,1,Unemployed,Not Graduate,Single,0,Rural,No,0,23954,89603,0.34,Approved,Low Risk
27,40712,52175,58000,60,1,Employed,Not Graduate,Married,2,Semiurban,No,0,20571,90186,0.51,Approved,Low Risk
33,96073,18200,93000,60,0,Unemployed,Not Graduate,Married,0,Urban,No,0,40764,55106,0.42,Rejected,Medium Risk
25,82682,28876,32000,60,1,Employed,Not Graduate,Married,4,Rural,No,3,35643,64822,0.66,Approved,Low Risk
56,22983,29952,86000,60,1,Employed,Not Graduate,Married,0,Rural,No,0,5739,49044,0.25,Approved,Low Risk
43,49117,22401,51000,36,1,Employed,Not Graduate,Married,3,Urban,No,0,25377,88141,0.52,Approved,Low Risk
38,76184,0,34000,240,1,Employed,Not Graduate,Single,1,Semiurban,No,1,34430,77066,0.54,Approved,Low Risk
28,56133,0,36000,60,1,Unemployed,Not Graduate,Single,4,Urban,No,3,23858,37749,0.69,Rejected,High Risk
31,58511,0,33000,60,0,Employed,Graduate,Married,3,Urban,Yes,4,19135,32447,0.63,Rejected,High Risk
45,64370,0,39000,360,1,Employed,Graduate,Single,3,Rural,Yes,1,24349,41581,0.46,Approved,Low Risk
41,35435,0,12000,48,1,Employed,Not Graduate,Single,0,Urban,No,1,15450,15204,0.52,Approved,Low Risk
46,23299,16927,18000,48,1,Employed,Not Graduate,Married,2,Rural,No,0,11167,0,0.52,Rejected,High Risk
40,94061,0,43000,84,0,Employed,Graduate,Married,3,Rural,No,3,50080,49464,0.76,Rejected,High Risk
28,42245,24189,34000,120,1,Employed,Graduate,Married,1,Urban,No,0,18461,26145,0.44,Approved,Low Risk
33,62258,0,43000,36,1,Unemployed,Graduate,Single,2,Urban,No,0,32919,50867,0.53,Approved,Low Risk
55,50564,0,78000,60,1,Unemployed,Graduate,Married,0,Urban,No,0,14504,0,0.32,Rejected,High Risk
41,57440,0,100000,180,1,Employed,Not Graduate,Married,3,Urban,No,1,30772,0,0.61,Rejected,High Risk
32,65605,17653,57000,12,1,Employed,Graduate,Married,1,Semiurban,No,0,27227,29058,0.43,Approved,Low Risk
21,33578,31756,21000,360,1,Employed,Graduate,Married,2,Rural,No,0,15987,30398,0.48,Approved,Low Risk
47,48014,0,29000,36,1,Employed,Not Graduate,Single,0,Urban,No,1,18321,109469,0.47,Approved,Low Risk
31,32795,33773,101000,12,1,Employed,Graduate,Married,1,Rural,No,0,19289,48174,0.6,Rejected,Medium Risk
24,54451,0,27000,24,1,Employed,Graduate,Single,2,Semiurban,No,0,27406,24807,0.51,Approved,Low Risk
42,34037,0,18000,180,1,Unemployed,Graduate,Married,2,Semiurban,No,1,15652,19737,0.58,Approved,Medium Risk
43,87521,16886,38000,48,0,Employed,Not Graduate,Married,1,Urban,No,1,53728,54137,0.77,Rejected,High Risk
56,95862,0,57000,12,0,Unemployed,Graduate,Married,1,Semiurban,No,2,46525,34759,0.64,Rejected,High Risk
32,42772,0,25000,36,1,Employed,Not Graduate,Single,0,Urban,No,2,12196,23364,0.44,Approved,Low Risk
44,34857,17798,35000,60,1,,Graduate,Married,3,Semiurban,No,0,14962,20566,0.44,Approved,Low Risk
62,43786,0,61000,180,1,Employed,Not Graduate,Single,1,Semiurban,No,3,18791,35533,0.65,Rejected,High Risk
33,53754,0,19000,84,1,Employed,Graduate,Single,3,Urban,No,0,29274,47329,0.58,Approved,Low Risk
33,44917,0,77000,180,1,Employed,Graduate,Married,3,Urban,No,0,19241,36837,0.43,Approved,Low Risk
44,55422,37672,50000,60,,Employed,Graduate,Married,0,Urban,No,0,30529,33427,0.55,Approved,Low Risk
53,38081,65274,208000,360,1,Employed,Not Graduate,Married,1,Semiurban,Yes,1,12218,22477,0.4,Approved,Low Risk
48,76481,0,48000,120,1,Employed,Graduate,Married,4,Urban,No,0,41994,156450,0.56,Approved,Low Risk
38,50710,15944,,60,,Employed,Graduate,Married,0,Rural,No,0,23347,29575,0.46,Rejected,High Risk
35,46696,0,44000,240,1,Employed,Not Graduate,Single,0,Rural,Yes,2,15331,32795,0.48,Rejected,Medium Risk
45,55279,0,22000,120,,Unemployed,Not Graduate,Single,,Rural,No,1,22716,15691,0.55,Rejected,High Risk
45,27604,29718,93000,60,1,Employed,Graduate,Married,1,Rural,Yes,1,10317,39974,0.45,Approved,Medium Risk
60,37598,20481,,60,1,Unemployed,Not Graduate,Married,3,Urban,No,2,15979,17583,0.63,Approved,High Risk
46,26347,0,10000,36,1,Employed,Graduate,Married,4,Rural,Yes,0,10575,22980,0.4,Approved,Low Risk
30,41118,0,22000,180,1,Employed,Not Graduate,Married,3,Semiurban,Yes,3,14272,53879,0.59,Rejected,Medium Risk
40,54390,0,86000,180,1,Employed,Graduate,Married,1,Urban,Yes,0,20156,76869,0.38,Approved,Low Risk
38,54666,0,24000,240,0,Employed,Not Graduate,Married,4,Semiurban,Yes,0,28141,21788,0.53,Rejected,High Risk
32,23562,23434,64000,84,1,Employed,Graduate,Married,0,Semiurban,Yes,0,9740,50091,0.41,Approved,Low Risk
39,93782,16272,168000,180,,Employed,Graduate,Married,2,Semiurban,No,0,27952,37007,0.3,Approved,Low Risk
65,43660,0,15000,180,1,Employed,Graduate,Single,0,Semiurban,Yes,3,12555,0,0.53,Rejected,High Risk
21,68043,48105,62000,36,1,Employed,Graduate,Married,1,Urban,No,4,31424,137600,0.76,Rejected,Low Risk
21,168601,0,,24,1,Employed,Graduate,Married,3,Rural,No,1,66929,186788,0.47,Approved,Low Risk
34,20268,0,25000,24,1,Employed,Not Graduate,Married,0,Urban,No,1,6863,26089,0.41,Rejected,Medium Risk
33,99327,30412,46000,180,0,Employed,Not Graduate,Married,,Rural,No,0,42442,19614,0.47,Approved,Low Risk
48,62720,0,109000,240,1,Employed,Not Graduate,Single,0,Semiurban,Yes,1,30405,27175,0.56,Approved,High Risk
46,44237,0,21000,360,1,Employed,Graduate,Married,2,Urban,No,1,13463,59612,0.4,Approved,Low Risk
41,89424,111603,176000,180,1,Employed,Graduate,Married,0,Rural,No,1,45121,145796,0.58,Approved,Low Risk
36,72805,0,76000,360,1,Employed,Graduate,Married,3,Urban,No,3,38045,58283,0.75,Rejected,Medium Risk
52,48680,0,42000,48,1,Employed,Graduate,Single,3,Rural,No,0,27960,70185,0.57,Rejected,Low Risk
33,21564,76470,34000,24,1,Employed,Graduate,Married,3,Urban,Yes,0,5580,15750,0.26,Approved,Low Risk
21,37048,0,28000,180,1,Employed,Graduate,Single,1,Semiurban,No,0,10417,47840,0.28,Approved,Low Risk
32,56520,64047,214000,36,1,Employed,Graduate,Married,2,Urban,No,1,26737,0,0.55,Rejected,High Risk
27,21001,35544,43000,48,1,Employed,Graduate,Married,2,Rural,No,1,8417,19013,0.48,Approved,Low Risk
38,37131,0,55000,48,1,Employed,Not Graduate,Single,0,Urban,No,0,13121,55774,0.38,Approved,Low Risk
36,31885,0,45000,240,1,Unemployed,Graduate,Married,1,Urban,No,1,13194,75699,0.49,Approved,Medium Risk
36,38277,36227,54000,36,1,Employed,Not Graduate,Married,2,Urban,No,2,12046,20447,0.5,Approved,Low Risk
40,25201,0,12000,180,0,Employed,Not Graduate,Married,1,Rural,No,1,9424,15865,0.48,Rejected,High Risk
40,44725,0,40000,24,1,Employed,Graduate,Single,1,Semiurban,No,0,21793,50852,0.53,Approved,Low Risk
27,39414,78589,33000,60,1,Employed,Graduate,Married,,Urban,No,1,16669,12690,0.5,Approved,Low Risk
21,49274,0,14000,120,0,Unemployed,Graduate,Single,3,Semiurban,No,0,19489,18993,0.42,Rejected,High Risk
